사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
2025-01,경의선,1277,야당,21,0,"5,066",456,"13,460","2,703","24,191","4,264","21,088","8,389","12,828","7,546","10,694","6,013","10,791","7,061","11,723","8,472","11,041","8,709","9,837","11,971","10,384","11,957","11,187","16,603","11,553","22,046","10,488","32,403","8,422","26,108","8,778","13,651","9,286","13,431","9,188","9,818","5,067","7,602","1,142","2,208",36,24,0,0,0,0,2025-02-03 08:57:30
2025-01,경의선,1278,운정,26,0,"3,903",679,"13,991","7,644","22,365","5,936","20,821","9,277","12,017","5,729","10,140","4,388","9,908","5,208","9,750","6,286","9,255","5,328","8,103","8,078","8,761","8,059","11,544","12,255","12,312","13,947","10,168","20,342","5,066","16,965","3,934","10,218","2,970","9,432","2,536","7,921",743,"5,418",131,"1,316",2,13,0,5,0,0,2025-02-03 08:57:30
2025-01,경의선,1279,금릉,41,0,"2,979",185,"9,015","2,271","14,758","4,742","11,583","9,370","8,436","5,265","7,637","4,009","8,009","4,497","8,044","4,494","7,653","5,904","6,547","6,344","7,000","7,521","7,760","8,926","9,354","10,426","10,101","13,026","5,077","13,017","3,769","8,027","2,909","6,935","2,298","6,551",472,"4,697",56,"1,472",2,7,0,2,0,0,2025-02-03 08:57:30
2025-01,경의선,1280,금촌,89,0,"3,176",268,"7,764","3,806","15,126","7,412","14,841","13,146","10,861","7,602","9,838","7,156","11,152","7,394","11,256","9,240","11,352","9,773","10,355","9,052","11,020","10,620","12,080","11,845","12,427","13,748","14,791","15,926","7,042","13,793","5,057","9,925","3,981","7,843","2,658","6,705",551,"5,407",98,"1,703",2,13,0,5,0,0,2025-02-03 08:57:30
2025-01,경의선,1282,월롱,56,0,466,38,761,"1,873","1,615","7,062","1,729","7,267","1,781","2,104","1,612","1,374","1,889","1,419","2,299","1,555","2,717","1,318","2,254","1,383","3,579","1,821","4,642","1,735","6,910","2,246","8,300","2,149","2,991","1,870","2,509","2,045","1,641","1,921",556,"1,773",71,"1,206",10,556,0,4,0,0,0,0,2025-02-03 08:57:30
2025-01,경의선,1283,파주,95,1,755,2,"1,059",469,"2,083","1,745","3,034","3,205","1,871",819,"1,765","1,011","1,676","1,015","1,673","1,078","1,960","1,025","1,658",972,"1,905","1,379","2,232","1,495","3,004","1,572","3,364","1,948","1,032","1,748",635,"1,292",509,"1,034",162,965,34,740,5,438,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경의선,1284,문산,"1,020",1,"2,697",24,"6,948","1,885","13,432","6,221","15,086","10,377","10,725","4,435","8,728","5,717","9,118","6,520","9,891","7,189","9,230","8,193","9,465","6,348","9,204","10,033","8,894","9,909","10,850","11,811","10,270","12,331","4,698","14,483","3,619","8,975","2,680","7,093","1,854","6,517",136,"4,807",5,"2,671",2,10,0,11,0,0,2025-02-03 08:57:30
2025-01,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,36,263,35,142,2,2,3,2,2,2,8,5,110,69,82,8,322,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경의선,1286,운천,0,0,0,0,0,0,0,0,0,0,57,32,15,7,7,0,0,0,0,0,0,0,6,12,22,0,34,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경의선,1291,서울역,0,0,650,14,864,"5,965","2,073","17,822","2,442","25,459","1,626","14,938","1,266","5,782","1,578","3,618","2,163","3,683","2,910","4,352","3,174","3,054","4,761","2,263","6,837","3,198","13,024","3,518","19,444","4,247","7,550","2,147","4,507","1,128","4,086","1,259",613,128,"1,435",696,55,118,1,13,0,0,0,0,2025-02-03 08:57:30
2025-01,경의선,1292,공덕,13,2,700,57,"1,512","1,915","3,434","6,044","4,593","16,853","4,413","7,317","5,164","3,478","5,651","3,536","5,535","3,607","5,562","3,753","5,685","3,694","5,762","4,008","6,915","4,510","10,739","5,942","14,977","6,421","7,334","4,316","6,356","3,563","6,262","3,106","5,265","2,694","2,401","1,663",145,259,1,12,0,0,0,0,2025-02-03 08:57:30
2025-01,경의선,1293,홍대입구,14,0,343,178,678,458,"1,062","1,429","1,419","6,215","1,184","5,241","1,242","4,157","1,353","4,311","2,022","5,976","2,598","5,759","3,118","5,780","3,865","5,563","4,902","5,801","6,313","5,778","6,978","6,365","5,306","4,015","5,174","2,693","5,845","1,929","5,841","1,663","2,501","1,104",59,207,4,1,0,0,0,0,2025-02-03 08:57:30
2025-01,경의선,1294,디지털미디어시티,8,0,939,402,"2,962","1,281","7,444","1,516","8,617","3,615","4,812","2,765","4,039","1,940","3,694","2,188","4,026","2,311","3,806","2,956","3,667","2,784","3,823","3,244","4,365","3,983","4,762","6,322","4,799","8,805","2,534","6,929","1,937","4,284","1,558","3,923","1,203","3,411",681,"2,404",37,328,2,4,0,0,0,0,2025-02-03 08:57:30
2025-01,경의선,1295,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경의선,1296,계양,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경의선,1297,검암,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경춘선,1311,신내,16,1,"1,167",393,"3,844","2,038","10,012","3,755","8,289","7,621","4,294","2,295","3,513","2,056","3,447","2,096","3,507","2,314","3,335","2,823","3,151","2,396","3,352","3,891","3,973","3,083","4,866","5,605","6,270","7,528","2,453","6,016","1,544","3,175","1,351","2,522","1,126","2,285",580,"1,724",81,632,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경춘선,1312,갈매,4,0,"1,683",354,"3,616",802,"11,973","1,860","7,837","4,143","5,221","2,190","3,981","2,752","3,223","1,721","3,284","2,193","3,423","2,740","3,221","2,260","3,106","4,133","3,238","3,657","3,107","5,874","4,422","8,547","1,950","6,584","1,588","3,791","1,831","2,818","1,311","2,441",745,"1,636",19,416,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경춘선,1313,별내,23,0,943,580,"2,033","1,223","6,189","2,695","5,908","4,972","4,152","2,691","3,434","2,860","3,025","2,356","3,559","2,440","3,867","2,874","3,504","2,559","3,941","3,766","4,398","3,352","4,389","4,721","5,236","5,685","2,543","5,348","1,792","2,686","1,830","1,750","1,568","2,067",761,"1,027",33,376,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경춘선,1314,퇴계원,10,0,"2,431",363,"4,531","1,389","13,617","2,867","10,192","3,935","7,602","2,613","6,045","3,126","5,272","2,728","6,528","2,811","5,238","3,582","3,662","3,479","4,217","5,081","3,760","5,631","4,108","7,795","4,737","9,307","2,041","9,558","1,562","5,021","1,065","3,805",774,"4,544",408,"2,161",22,816,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경춘선,1315,사릉,56,0,"1,533",407,"2,875","1,092","7,214","3,322","6,026","2,925","3,780","1,543","3,072","1,442","2,969","1,915","3,193","1,870","2,932","1,712","2,179","2,093","2,361","2,647","2,337","2,824","2,991","4,088","3,834","6,550","1,381","6,077","1,023","3,011",713,"2,259",458,"2,096",167,"1,456",13,354,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경춘선,1316,금곡,18,0,"1,371",218,"1,733",763,"3,630","1,656","3,472","3,683","2,646","1,681","2,383","1,456","2,628","1,381","2,426","1,985","2,459","1,761","2,011","2,006","2,173","1,967","2,289","2,242","2,545","2,956","3,043","3,463",894,"2,960",670,"1,337",472,"1,537",372,"1,262",180,891,7,248,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경춘선,1317,평내호평,562,8,"5,008",581,"10,839","1,612","21,708","3,717","16,512","7,944","10,007","5,770","9,825","4,681","9,325","5,777","9,052","7,816","8,631","6,695","7,785","8,836","8,156","8,398","7,799","9,634","7,823","15,866","7,884","20,033","4,693","16,006","3,994","9,791","3,630","7,519","3,480","6,634","1,651","4,713",59,"1,904",0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경춘선,1318,천마산,7,0,867,155,"2,367",541,"5,363","1,207","4,706","1,502","3,728","1,371","3,382","1,182","2,584","1,513","2,633","1,604","2,357","1,835","2,197","2,168","1,779","2,834","1,832","2,460","1,653","3,790","1,606","3,294",713,"4,101",581,"2,618",461,"1,950",238,"1,413",95,964,5,223,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경춘선,1319,마석,12,0,"1,053",340,"6,308","2,219","10,245","3,904","8,729","5,766","7,486","4,734","6,882","4,021","6,325","4,557","6,636","4,958","6,602","5,504","6,069","5,677","6,127","6,362","6,542","5,619","5,957","8,552","5,732","9,744","2,894","8,398","2,390","5,719","1,774","4,548","1,363","3,860",580,"1,841",31,639,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경춘선,1320,대성리,1,0,293,37,696,154,878,532,"1,070",765,"1,084",383,"1,516",717,"2,473",664,"1,512",749,879,"1,364",888,"2,998",945,"1,688","1,023","1,415","1,062","1,033",601,790,337,549,233,528,135,262,121,319,85,224,4,17,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경춘선,1321,청평,15,0,637,173,"1,663",845,"3,216","1,464","3,730","2,704","3,389","2,590","3,838","2,548","5,396","2,186","4,178","3,212","3,285","3,368","3,267","3,514","3,280","4,005","2,980","3,830","3,713","3,880","2,178","3,659","1,338","3,438","1,275","1,919",612,"1,594",418,"1,226",142,998,12,281,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경춘선,1322,상천,0,0,153,10,182,116,415,129,507,453,448,423,457,359,660,444,504,338,500,363,501,501,452,573,503,407,416,431,259,396,109,361,62,196,91,227,17,85,7,69,2,28,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경춘선,1323,가평,1,0,658,98,"1,359",591,"2,733","1,713","3,910","3,662","3,374","2,657","4,701","2,784","5,061","3,393","3,822","4,086","3,260","4,466","3,566","4,298","3,597","4,276","4,214","2,854","4,432","3,762","3,821","2,988","1,739","3,615","1,344","2,384",804,"1,457",453,"1,605",237,"1,174",13,368,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경춘선,1324,굴봉산,0,0,44,5,70,4,103,40,166,197,172,383,226,710,443,494,262,397,235,322,224,243,276,239,214,176,173,190,160,174,70,129,74,91,50,66,45,56,22,30,0,15,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경춘선,1325,백양리,11,0,42,5,28,16,93,568,143,962,149,708,385,999,"1,355","1,114",618,799,555,560,510,638,869,523,"1,163",348,"1,746",346,"1,232",384,226,152,607,145,597,142,522,104,228,95,84,10,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경춘선,1326,강촌,6,0,98,47,245,149,313,248,602,749,644,820,766,873,"1,428","1,182",958,794,739,689,"1,037",904,"1,209",662,"1,110",739,906,701,641,706,304,460,216,328,225,381,89,402,84,382,7,59,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경춘선,1327,김유정,45,0,131,11,164,68,450,484,565,841,498,604,687,866,718,"1,080",704,"1,218","1,015",970,989,939,"1,238",758,"1,242",697,"1,217",642,835,545,278,455,340,375,99,234,87,241,43,166,14,61,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경춘선,1328,남춘천,384,3,"1,215",21,"2,816",629,"3,872","1,741","4,943","3,327","5,235","3,461","5,676","3,112","5,249","6,386","5,116","7,265","6,107","4,932","6,680","4,556","6,565","5,875","5,856","5,757","4,742","5,409","3,920","6,476","3,218","7,183","2,748","4,210","2,399","3,012","1,521","3,770",530,"2,070",14,"1,780",0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경춘선,1329,춘천,211,2,626,5,"1,151",281,"1,580",657,"2,257","1,715","2,524","1,833","2,333","1,684","2,594","3,161","2,476","2,864","3,158","3,202","3,712","2,230","4,147","3,067","3,465","2,170","3,340","2,191","2,427","2,201","1,691","2,245","1,113","1,419",759,"1,179",368,920,79,914,1,632,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,수인선,1873,고색,531,2,"3,199",331,"7,695","2,677","16,012","14,385","12,303","18,139","6,852","3,797","5,139","2,728","4,944","3,459","5,605","3,735","5,249","4,008","4,922","4,121","5,147","5,237","5,846","6,666","15,065","8,502","18,192","11,796","5,980","12,014","5,658","7,790","3,237","5,754","1,955","5,079",785,"3,531",14,"1,885",0,0,0,4,0,0,2025-02-03 08:57:30
2025-01,수인선,1874,오목천,9,1,"1,173",351,"5,353","1,776","10,196","3,469","10,917","6,653","7,458","2,987","6,261","3,018","6,119","3,113","6,144","3,674","5,585","4,365","4,814","4,233","5,648","5,326","6,656","6,680","7,157","6,036","7,776","12,680","3,811","7,740","2,460","4,601","1,838","4,067","1,460","4,813",647,"2,944",14,256,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,수인선,1875,어천,1,0,237,81,"1,314","1,066","3,506","2,147","3,196","2,294","2,876","1,368","2,703","1,289","2,757","1,637","2,770","1,913","2,659","2,186","2,159","2,050","2,793","2,269","2,667","3,273","2,637","2,782","3,572","4,315","1,413","2,850",993,"1,667",580,"1,725",429,"1,299",174,651,3,127,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,수인선,1876,야목,3,0,208,7,688,318,"1,080",644,"1,051",568,705,284,611,351,617,357,523,416,544,373,527,344,702,462,700,597,717,568,759,"1,160",346,694,198,304,118,465,121,275,47,200,1,36,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,수인선,1877,사리,2,0,"4,264",369,"9,649","1,662","18,414","2,613","16,332","4,275","9,683","2,552","7,856","2,567","7,053","2,714","7,257","3,573","7,671","4,347","6,315","4,245","5,721","6,134","6,197","8,085","6,107","9,021","6,233","17,915","3,607","11,443","2,396","8,253","1,859","8,650","1,978","6,691",661,"5,082",12,492,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,수인선,1878,달월,0,0,14,24,35,119,174,81,73,223,44,61,68,73,118,64,88,70,77,116,103,108,100,88,204,97,254,134,688,106,65,88,57,40,20,39,12,42,13,28,0,0,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,수인선,1879,월곶,0,0,"1,505",344,"4,234","1,163","8,915","1,465","7,301","2,502","4,753","2,757","3,995","4,117","4,169","4,321","4,251","4,220","3,897","3,895","3,841","3,949","4,132","4,084","4,693","4,819","4,636","6,164","5,999","8,270","3,056","4,743","2,034","3,636","1,602","3,531","1,172","2,836",494,"1,688",5,267,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,수인선,1880,소래포구,10,0,"2,497",359,"6,304","2,245","12,562","3,072","11,133","6,200","6,292","5,230","5,961","4,733","7,112","7,552","8,158","9,954","7,846","9,141","9,742","7,773","10,683","7,403","9,523","8,598","8,210","9,483","7,285","12,239","4,312","8,601","3,528","5,728","3,515","5,715","2,427","4,319","1,224","2,992",15,499,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,수인선,1881,인천논현,4,0,"2,462",755,"5,249","3,949","11,132","6,842","10,718","11,158","7,598","8,086","7,006","6,531","7,733","7,004","8,089","8,039","7,821","8,782","8,463","8,479","8,977","8,911","9,133","10,271","10,453","13,438","10,889","16,143","6,878","10,659","6,550","7,020","5,984","5,901","4,633","4,249","2,168","3,220",4,543,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,수인선,1882,호구포,19,0,"1,851",578,"2,717","5,722","5,432","15,024","6,156","17,110","4,541","3,873","4,112","2,661","4,597","3,185","5,000","3,324","4,691","3,757","4,853","3,863","4,482","4,136","5,570","5,137","14,160","6,000","13,828","7,007","4,724","5,741","4,664","4,306","3,276","3,362","1,736","2,651",912,"2,131",1,345,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,수인선,1883,남동인더스파크,1,0,498,790,884,"3,795",986,"15,194","1,739","18,293","1,283","2,566","1,136","1,205","1,491","1,365","1,770","1,385","1,911","1,278","1,969","1,195","2,455","1,022","3,513","1,145","14,012","1,416","9,948","1,851","2,959","1,880","3,474","1,389","1,391",812,408,485,176,297,0,29,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,수인선,1884,원인재,33,0,"3,276",628,"6,033","2,170","11,520","4,443","12,863","6,464","7,976","4,181","6,819","4,179","6,715","4,981","6,717","5,412","7,078","5,929","6,360","6,180","6,336","7,763","6,518","8,780","7,644","11,005","7,663","14,298","4,583","9,969","3,593","6,818","3,428","6,191","2,631","5,562","1,377","3,803",59,794,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,수인선,1885,연수,4,0,"2,537",869,"5,865","2,151","11,242","3,941","10,745","9,329","5,830","6,353","5,471","6,035","5,859","5,891","6,956","6,769","7,795","6,965","7,235","6,812","7,422","7,448","7,646","9,014","8,490","12,393","10,204","13,740","5,518","8,403","5,212","6,168","5,016","5,372","3,935","3,639","2,222","2,667",34,503,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,수인선,1886,송도,1,0,"1,829",374,"3,872","1,511","6,123","1,889","6,810","3,542","3,943","2,159","3,499","2,265","3,947","2,594","4,371","3,110","4,453","3,037","3,684","3,524","4,145","4,196","4,185","4,515","4,252","6,030","3,695","6,590","1,939","4,368","1,503","2,791","1,152","2,615",738,"1,875",345,"1,268",7,352,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,수인선,1888,인하대,31,0,"3,784",572,"9,784","2,222","19,085","4,294","16,428","10,335","7,489","6,373","7,772","5,205","8,846","5,355","8,768","6,983","8,890","6,854","7,997","7,409","9,021","8,630","10,747","9,970","11,127","14,246","9,445","20,570","5,739","11,294","4,745","7,999","4,263","7,419","3,428","5,814","1,908","4,146",65,"1,121",0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,수인선,1889,숭의,4,0,"3,228",824,"5,361","3,172","10,690","6,714","9,530","9,780","5,663","4,253","5,940","3,896","6,160","3,760","6,194","4,465","6,051","5,367","5,843","4,973","6,816","5,549","7,101","6,987","8,936","7,949","7,786","10,525","3,956","6,041","2,638","4,223","2,083","4,416","1,615","2,958",770,"1,979",7,459,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,수인선,1890,신포,8,0,923,264,"1,426",974,"2,496","2,819","2,666","5,428","1,669","2,742","1,541","2,291","2,215","2,898","2,658","2,782","2,797","3,165","3,330","3,078","3,513","3,158","4,021","3,281","4,709","3,427","5,070","4,359","2,530","2,172","2,252","1,534","1,655","1,364","1,105",965,463,634,3,198,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,수인선,1891,인천,68,1,558,278,"1,018",891,"1,515","1,931","1,512","3,088","1,497","1,889","1,397","2,168","1,632","3,775","2,026","4,533","2,178","4,307","2,506","4,196","3,275","3,495","2,516","3,215","2,652","2,967","2,404","3,199","1,310","2,153","1,024","1,677",634,"1,303",458,"1,142",120,574,4,198,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경강선,1501,판교,1,2,679,23,"2,119","6,843","3,528","17,811","5,120","30,720","2,236","17,423","2,551","11,011","3,056","8,674","7,539","8,635","4,865","5,423","6,491","5,745","9,013","5,205","13,652","6,535","18,949","6,759","22,815","6,023","16,153","3,598","14,731","2,080","12,560","2,112","5,824","1,001","1,677",696,1,232,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경강선,1502,이매,9,1,545,44,"1,341",747,"2,944","1,581","2,554","2,451","1,462","1,331","1,248","1,162","1,495",903,"1,572","1,152","1,425","1,427","1,376","1,234","1,500","1,316","1,762","1,390","1,905","1,845","1,974","2,495","1,223","1,412","1,047","1,077","1,007",859,"1,032",654,334,408,18,76,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경강선,1503,삼동,1,0,"1,524",47,"4,574","1,088","10,566","1,792","10,977","1,940","6,588",968,"4,224","1,081","3,416","1,299","3,325","1,824","2,854","1,725","2,242","2,368","2,259","3,325","2,417","4,566","3,198","7,068","2,459","8,265","1,156","8,071",766,"4,727",610,"4,301",432,"3,042",92,"1,608",10,59,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경강선,1504,경기광주,0,0,"2,609",291,"13,591","2,128","33,442","4,488","33,314","7,082","17,014","4,054","13,593","4,523","11,720","5,002","11,004","6,321","10,101","7,160","8,754","8,373","8,369","9,954","9,309","13,784","9,098","18,926","7,926","29,824","3,829","27,020","2,719","16,874","2,373","13,288","1,537","9,283",495,"5,079",48,103,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경강선,1505,초월,1,0,"1,748",109,"6,387","1,498","14,127","3,415","15,925","4,467","7,544","1,819","6,027","2,102","5,828","2,069","5,178","2,823","4,696","2,883","4,153","3,688","3,858","4,520","4,320","5,847","5,030","7,538","4,564","12,698","1,986","10,039","1,595","7,161","1,151","6,426",590,"5,563",241,"3,798",24,65,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경강선,1506,곤지암,3,0,881,178,"2,351","1,824","5,787","4,236","5,471","5,272","4,350","2,298","3,528","2,834","4,895","3,192","4,714","3,208","3,710","3,264","3,312","3,378","3,853","3,577","4,140","4,094","6,463","4,864","5,776","5,689","2,893","4,251","1,884","3,463","1,023","2,873",590,"2,609",238,"1,600",23,348,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경강선,1507,신둔도예촌,0,0,657,26,"2,418",369,"4,696","2,046","4,143","2,753","3,070","1,044","2,707",925,"2,378","1,351","2,469","1,317","2,285","1,309","1,798","1,558","1,880","1,838","2,093","2,468","3,301","3,161","2,565","4,158","1,078","4,186",813,"2,586",425,"2,175",187,"2,044",87,"1,033",0,263,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경강선,1508,이천,10,0,783,66,"2,811","1,550","6,616","4,490","5,976","7,291","5,341","3,648","5,749","3,755","5,476","3,850","5,384","4,933","5,192","4,567","5,169","4,777","5,244","4,976","5,902","6,086","6,470","6,583","6,864","8,323","3,692","7,148","2,881","5,950","2,317","3,816","1,190","2,909",605,"1,903",14,755,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경강선,1509,부발,1,0,963,47,"2,860","1,450","6,024","5,280","5,063","4,263","4,494","2,059","3,999","1,900","4,381","1,896","3,901","2,525","3,691","2,498","3,362","2,523","3,836","2,989","4,488","3,998","6,238","4,826","4,584","5,568","2,466","4,375","2,071","4,262","1,123","4,179",675,"3,147",429,"3,016",13,"1,188",0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경강선,1510,세종대왕릉,2,0,170,0,452,71,813,472,792,472,750,307,767,333,657,444,594,607,629,381,569,705,609,641,679,870,693,711,521,855,226,679,148,536,103,358,41,380,7,210,3,75,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경강선,1511,여주,9,0,"1,885",7,"4,474",531,"7,525","2,032","6,702","2,564","6,167","3,022","6,186","2,584","5,718","3,846","5,404","3,648","5,270","3,629","5,620","4,478","5,020","4,879","4,730","5,638","4,421","7,018","4,026","8,002","2,231","7,259","1,748","6,407","1,180","3,056",710,"5,083",185,"2,803",1,"1,220",0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,경강선,1512,성남,0,0,241,17,"1,198",693,"3,770","1,185","4,045","1,513","2,074",870,"1,846",759,"1,687",969,"1,593","1,165","1,475","1,292","1,215","1,296","1,772","1,611","1,905","1,845","2,020","2,776","1,727","3,983",997,"2,297",921,"1,755",782,"1,445",658,"1,062",262,596,19,107,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,서해선,1980,김포공항,13,2,222,"2,266",606,"7,301","1,143","8,438","2,216","10,753","3,121","8,006","3,146","7,913","3,051","9,453","3,050","9,534","4,766","9,466","5,645","7,956","6,554","6,791","6,754","7,462","7,725","8,941","10,908","7,649","6,580","4,098","6,008","1,847","6,100","1,155","5,580",735,"1,672",889,44,345,0,10,0,0,0,0,2025-02-03 08:57:30
2025-01,서해선,1981,원종,30,0,"4,539",732,"7,098","2,530","14,536","5,085","14,035","7,686","8,516","4,329","7,305","3,926","7,095","4,680","7,371","6,362","7,062","5,856","6,462","6,490","6,820","7,377","8,003","9,626","8,586","12,344","9,082","16,551","4,652","13,362","3,795","7,454","3,025","6,906","2,413","5,639","1,152","3,783",39,673,3,4,0,0,0,0,2025-02-03 08:57:30
2025-01,서해선,1982,부천종합운동장,28,0,"2,625",358,"4,266","1,139","10,649","2,735","11,124","3,726","5,779","1,809","3,632","1,459","3,245","1,556","3,352","1,959","3,090","2,226","2,803","2,347","2,858","2,702","3,332","3,810","4,120","5,172","5,035","9,023","2,070","7,507","1,771","4,379","1,299","3,629",950,"3,430",388,"2,102",29,338,0,0,0,0,0,0,2025-02-03 08:57:30
2025-01,5호선,2511,방화,19,0,"4,779",6,"10,273","3,354","22,969","4,757","22,922","10,511","13,488","6,874","11,187","5,873","11,153","6,463","11,079","7,360","11,279","8,143","9,886","9,549","10,440","10,410","10,268","11,831","9,942","14,127","9,807","20,335","4,889","18,047","3,618","11,223","2,866","10,087","2,012","9,655",869,"5,969",138,"2,088",1,216,0,0,0,0,2025-02-03 08:57:30
2025-01,5호선,2512,개화산,0,0,"4,276",151,"7,984","3,628","19,646","5,003","20,118","14,253","11,364","6,173","8,813","5,198","8,537","5,774","8,755","7,297","8,481","6,754","7,747","7,049","7,604","8,254","8,498","9,977","11,480","11,651","12,702","17,414","5,432","15,204","3,639","9,241","3,234","8,930","2,925","7,421",800,"4,693",149,"1,549",0,80,0,0,0,0,2025-02-03 08:57:30
2025-01,5호선,2513,김포공항,11,1,763,"3,470","4,284","8,883","16,038","15,750","21,357","20,690","11,838","13,512","11,676","13,776","16,953","15,854","18,136","15,820","22,126","17,958","25,702","16,438","28,024","15,624","25,533","16,131","29,569","17,271","36,706","15,374","23,846","8,726","19,905","4,432","17,070","2,624","16,970","1,820","6,967","1,030",305,513,6,5,0,0,0,0,2025-02-03 08:57:30
2025-01,5호선,2514,송정,17,0,"3,392",920,"6,593","3,129","14,763","5,833","19,895","9,504","13,555","6,307","10,903","5,813","10,385","6,706","10,923","7,729","9,886","7,945","9,763","8,596","9,231","9,744","9,927","11,483","11,263","12,899","11,197","18,170","6,729","14,564","5,132","10,176","4,216","9,307","3,227","8,585","1,912","5,323",259,"1,872",1,23,0,0,0,0,2025-02-03 08:57:30
2025-01,5호선,2515,마곡,2,1,"2,339","2,388","6,935","9,114","19,899","17,727","21,436","48,106","12,676","28,566","10,473","14,259","11,483","12,308","12,601","12,597","14,110","13,568","14,922","12,507","17,690","13,237","22,789","15,284","31,484","19,522","40,617","26,091","18,370","18,533","14,033","10,396","12,109","9,450","8,118","8,736","3,501","4,682",521,"1,906",1,14,0,0,0,0,2025-02-03 08:57:30
